xCoordPress0,yCoordPress0,xCoordRelease0,yCoordRelease0,pressPressure0,releasePressure0,holdTime0,HPP0,offSet0,xCoordPress1,yCoordPress1,xCoordRelease1,yCoordRelease1,pressPressure1,releasePressure1,holdTime1,HPP1,offSet1,xCoordPress2,yCoordPress2,xCoordRelease2,yCoordRelease2,pressPressure2,releasePressure2,holdTime2,HPP2,offSet2,xCoordPress3,yCoordPress3,xCoordRelease3,yCoordRelease3,pressPressure3,releasePressure3,holdTime3,HPP3,offSet3,xCoordPress4,yCoordPress4,xCoordRelease4,yCoordRelease4,pressPressure4,releasePressure4,holdTime4,HPP4,offSet4,xCoordPress5,yCoordPress5,xCoordRelease5,yCoordRelease5,pressPressure5,releasePressure5,holdTime5,HPP5,offSet5,xCoordPress6,yCoordPress6,xCoordRelease6,yCoordRelease6,pressPressure6,releasePressure6,holdTime6,HPP6,offSet6,xCoordPress7,yCoordPress7,xCoordRelease7,yCoordRelease7,pressPressure7,releasePressure7,holdTime7,HPP7,offSet7,xCoordPress8,yCoordPress8,xCoordRelease8,yCoordRelease8,pressPressure8,releasePressure8,holdTime8,HPP8,offSet8,xCoordPress9,yCoordPress9,xCoordRelease9,yCoordRelease9,pressPressure9,releasePressure9,holdTime9,HPP9,offSet9,xCoordPress10,yCoordPress10,xCoordRelease10,yCoordRelease10,pressPressure10,releasePressure10,holdTime10,HPP10,offSet10,PPTime0,UDTime0,PPTime1,UDTime1,PPTime2,UDTime2,PPTime3,UDTime3,PPTime4,UDTime4,PPTime5,UDTime5,PPTime6,UDTime6,PPTime7,UDTime7,PPTime8,UDTime8,PPTime9,UDTime9,state
68.0,85.0,68.0,85.0,0.18823531270027202,0.18823531270027202,0.083,0.015623530954122578,14.221462653327892,77.0,60.0,77.97760009765621,62.932861328125,0.19215688109397897,0.176470592617989,0.074,0.014219609200954443,30.948315337793577,55.0,131.0,55.0,131.0,0.180392161011696,0.180392161011696,0.058,0.010462745338678369,48.51030818290067,36.0,63.0,36.0,63.0,0.176470592617989,0.176470592617989,0.108,0.01905882400274281,26.537709019431198,38.0,97.0,38.0,97.0,0.180392161011696,0.180392161011696,0.091,0.016415686652064335,21.592822881689184,80.0,124.0,80.0,124.0,0.19215688109397897,0.19215688109397897,0.1,0.0192156881093979,48.971930735881756,12.0,108.0,12.0,108.0,0.172549024224281,0.172549024224281,0.125,0.021568628028035126,49.1350180624776,14.0,83.0,14.0,83.0,0.176470592617989,0.176470592617989,0.117,0.020647059336304716,40.00312487793922,34.0,116.0,34.0,116.0,0.180392161011696,0.180392161011696,0.1,0.0180392161011696,39.01602234979881,46.0,101.0,46.0,101.0,0.180392161011696,0.180392161011696,0.066,0.011905882626771936,20.155644370746373,76.0,118.0,76.0,118.0,0.18431372940540303,0.18431372940540303,0.066,0.0121647061407566,41.76421913552317,0.309,0.226,0.325,0.251,0.2,0.142,0.309,0.201,0.275,0.184,0.15,0.05,0.35,0.225,0.342,0.225,0.501,0.401,0.317,0.251,2
95.0,108.0,95.0,108.0,0.180392161011696,0.180392161011696,0.067,0.012086274787783633,48.28301978956991,82.0,89.0,82.0,89.0,0.19215688109397897,0.19215688109397897,0.066,0.012682354152202611,28.74456470360962,68.0,119.0,68.0,119.0,0.18823531270027202,0.18823531270027202,0.058,0.010917648136615778,39.092838218783754,26.0,76.0,26.0,76.0,0.172549024224281,0.172549024224281,0.083,0.014321569010615324,28.74456470360962,46.0,64.0,46.0,64.0,0.180392161011696,0.180392161011696,0.074,0.013349019914865503,20.155644370746373,72.0,117.0,72.0,117.0,0.18431372940540303,0.18431372940540303,0.074,0.013639215975999824,38.91336531321854,24.0,94.0,24.0,94.0,0.176470592617989,0.176470592617989,0.1,0.0176470592617989,32.12864765283469,62.0,91.0,62.0,91.0,0.180392161011696,0.180392161011696,0.099,0.017858823940157906,11.672617529928752,4.0,116.0,4.0,116.0,0.176470592617989,0.176470592617989,0.091,0.016058823928236998,60.18513105410671,51.0,100.0,51.0,100.0,0.19215688109397897,0.19215688109397897,0.058,0.011145099103450781,17.755280904564703,69.0,134.0,69.0,134.0,0.19215688109397897,0.19215688109397897,0.074,0.014219609200954443,53.64000372856064,0.343,0.276,0.425,0.359,0.267,0.209,0.309,0.226,0.667,0.593,0.2,0.126,0.384,0.284,0.4,0.301,0.409,0.318,0.267,0.209,2
78.0,82.0,78.0,82.0,0.18823531270027202,0.18823531270027202,0.083,0.015623530954122578,24.005207768315607,57.0,77.0,57.0,77.0,0.18823531270027202,0.18823531270027202,0.058,0.010917648136615778,6.264982043070834,73.0,125.0,73.0,125.0,0.18823531270027202,0.18823531270027202,0.091,0.017129413455724753,46.5537323960174,35.0,89.0,35.0,89.0,0.180392161011696,0.180392161011696,0.1,0.0180392161011696,20.081085628023203,56.0,89.0,56.0,89.0,0.176470592617989,0.176470592617989,0.083,0.014647059187293088,6.800735254367722,73.0,102.0,73.0,102.0,0.19215688109397897,0.19215688109397897,0.075,0.014411766082048421,27.225906780123964,27.0,87.0,27.0,87.0,0.176470592617989,0.176470592617989,0.092,0.01623529452085499,27.37243138634199,32.0,80.0,32.0,80.0,0.180392161011696,0.180392161011696,0.091,0.016415686652064335,22.14158982548453,12.0,110.0,12.0,110.0,0.180392161011696,0.180392161011696,0.083,0.014972549363970768,50.202091589892945,56.0,95.0,56.0,95.0,0.18431372940540303,0.18431372940540303,0.074,0.013639215975999824,12.658988901172163,79.0,116.0,79.0,116.0,0.18431372940540303,0.18431372940540303,0.067,0.012349019870162004,41.80011961705373,0.35,0.267,0.334,0.276,0.233,0.142,0.267,0.167,0.3,0.217,0.192,0.117,0.326,0.234,0.509,0.418,0.342,0.259,0.308,0.234,2
70.0,96.0,70.0,96.0,0.18823531270027202,0.18823531270027202,0.099,0.018635295957326933,20.93442141545832,79.0,78.0,79.0,78.0,0.18431372940540303,0.18431372940540303,0.066,0.0121647061407566,25.401771591761076,89.0,135.0,89.0,135.0,0.18431372940540303,0.18431372940540303,0.075,0.013823529705405227,63.09714732061981,33.0,94.0,33.0,94.0,0.176470592617989,0.176470592617989,0.117,0.020647059336304716,23.942639787625758,51.0,97.0,51.0,97.0,0.180392161011696,0.180392161011696,0.083,0.014972549363970768,14.807092894960848,82.0,115.0,82.0,115.0,0.18823531270027202,0.18823531270027202,0.083,0.015623530954122578,42.8981351576033,12.0,96.0,12.0,96.0,0.172549024224281,0.172549024224281,0.125,0.021568628028035126,44.11632350955823,84.0,92.0,84.0,92.0,0.176470592617989,0.176470592617989,0.083,0.014647059187293088,31.468237955119125,38.0,109.0,38.0,109.0,0.18431372940540303,0.18431372940540303,0.083,0.015298039540648452,30.955613384328213,41.0,80.0,41.0,80.0,0.18823531270027202,0.18823531270027202,0.083,0.015623530954122578,13.238202294873727,62.0,84.0,62.0,84.0,0.18823531270027202,0.18823531270027202,0.082,0.015435295641422306,8.139410298049853,0.367,0.268,0.333,0.267,0.234,0.159,0.318,0.201,0.284,0.201,0.133,0.05,0.375,0.25,0.317,0.234,0.409,0.326,0.276,0.193,2
86.0,124.0,86.0,124.0,0.18823531270027202,0.18823531270027202,0.075,0.014117648452520401,52.40467536394057,38.0,88.0,38.0,88.0,0.18823531270027202,0.18823531270027202,0.066,0.012423530638217955,16.91892431568863,70.0,108.0,70.0,108.0,0.18431372940540303,0.18431372940540303,0.091,0.016772549375891677,30.103986446980738,44.0,85.0,44.0,85.0,0.172549024224281,0.172549024224281,0.117,0.02018823583424088,10.307764064044152,46.0,96.0,46.0,96.0,0.180392161011696,0.180392161011696,0.092,0.01659607881307603,15.692354826475215,61.0,114.0,61.0,114.0,0.18823531270027202,0.18823531270027202,0.091,0.017129413455724753,32.26840560052511,23.0,79.0,23.0,79.0,0.176470592617989,0.176470592617989,0.117,0.020647059336304716,31.196954979612993,59.0,105.0,59.0,105.0,0.180392161011696,0.180392161011696,0.049,0.008839215889573104,23.04886114323222,45.0,96.0,45.0,96.0,0.176470592617989,0.176470592617989,0.108,0.01905882400274281,16.224980739587952,55.0,70.0,55.0,70.0,0.18823531270027202,0.18823531270027202,0.067,0.012611765950918227,12.539936203984453,69.0,111.0,69.0,111.0,0.18431372940540303,0.18431372940540303,0.049,0.009031372740864749,32.20636583037583,0.376,0.301,0.309,0.243,0.233,0.142,0.317,0.2,0.334,0.242,0.2,0.109,0.468,0.351,0.417,0.368,0.817,0.709,0.443,0.376,2
82.0,78.0,82.0,78.0,0.18431372940540303,0.18431372940540303,0.083,0.015298039540648452,28.359301824974466,60.0,99.0,60.0,99.0,0.18823531270027202,0.18823531270027202,0.058,0.010917648136615778,17.55704986607944,78.0,137.0,78.0,137.0,0.180392161011696,0.180392161011696,0.067,0.012086274787783633,59.550398823181695,37.0,86.0,37.0,86.0,0.152941182255745,0.152941182255745,0.141,0.02156470669806004,17.356554957709783,54.0,101.0,54.0,101.0,0.180392161011696,0.180392161011696,0.117,0.021105882838368433,18.5,62.0,121.0,62.0,121.0,0.18431372940540303,0.18431372940540303,0.1,0.018431372940540303,39.322385482063524,45.0,74.0,45.0,74.0,0.176470592617989,0.176470592617989,0.1,0.0176470592617989,12.379418403139947,48.0,95.0,48.0,95.0,0.176470592617989,0.176470592617989,0.117,0.020647059336304716,13.865424623862047,25.0,122.0,25.0,122.0,0.172549024224281,0.172549024224281,0.091,0.01570196120440957,49.002550954006466,60.0,93.0,60.0,93.0,0.18823531270027202,0.18823531270027202,0.066,0.012423530638217955,12.093386622447824,74.0,107.0,74.0,107.0,0.18431372940540303,0.18431372940540303,0.075,0.013823529705405227,31.62672920173694,0.342,0.259,0.333,0.275,0.226,0.159,0.35,0.209,0.259,0.142,0.242,0.142,0.35,0.25,0.526,0.409,0.442,0.351,0.876,0.81,2
64.0,90.0,64.0,90.0,0.18823531270027202,0.18823531270027202,0.092,0.017317648768425026,12.5,98.0,80.0,98.0,80.0,0.18823531270027202,0.18823531270027202,0.075,0.014117648452520401,44.070965498840614,77.0,112.0,77.0,112.0,0.18823531270027202,0.18823531270027202,0.108,0.02032941377162938,37.406550228536176,32.0,89.0,32.0,89.0,0.176470592617989,0.176470592617989,0.116,0.020470588743686725,22.940139493908923,46.0,89.0,46.0,89.0,0.180392161011696,0.180392161011696,0.1,0.0180392161011696,10.307764064044152,49.0,126.0,49.0,126.0,0.18431372940540303,0.18431372940540303,0.074,0.013639215975999824,43.78641341786285,13.0,89.0,13.0,89.0,0.172549024224281,0.172549024224281,0.084,0.014494118034839605,41.512046444375635,69.0,89.0,69.0,89.0,0.18431372940540303,0.18431372940540303,0.083,0.015298039540648452,16.347782724271816,26.0,109.0,26.0,109.0,0.18431372940540303,0.18431372940540303,0.099,0.0182470592111349,38.55191305240247,49.0,80.0,49.0,80.0,0.19215688109397897,0.19215688109397897,0.067,0.012874511033296591,5.5901699437494745,69.0,96.0,69.0,96.0,0.19215688109397897,0.19215688109397897,0.075,0.014411766082048421,20.180436070610565,0.367,0.275,0.367,0.292,0.217,0.109,0.3,0.184,0.351,0.251,0.216,0.142,0.393,0.309,0.325,0.242,0.425,0.326,0.442,0.375,2
75.0,99.0,75.0,99.0,0.18431372940540303,0.18431372940540303,0.066,0.0121647061407566,26.706740722147284,68.0,80.0,68.0,80.0,0.18823531270027202,0.18823531270027202,0.058,0.010917648136615778,14.221462653327892,82.0,83.0,82.0,83.0,0.19215688109397897,0.19215688109397897,0.083,0.015949021130800253,28.00446392988089,36.0,99.0,36.0,99.0,0.176470592617989,0.176470592617989,0.116,0.020470588743686725,24.41823089414956,53.0,91.0,53.0,91.0,0.180392161011696,0.180392161011696,0.117,0.021105882838368433,8.558621384311845,85.0,120.0,85.0,120.0,0.18823531270027202,0.18823531270027202,0.099,0.018635295957326933,48.654393429576324,2.0,84.0,2.0,84.0,0.172549024224281,0.172549024224281,0.125,0.021568628028035126,52.02163011671203,70.0,78.0,70.0,78.0,0.18431372940540303,0.18431372940540303,0.049,0.009031372740864749,16.62077013859466,56.0,102.0,56.0,102.0,0.18431372940540303,0.18431372940540303,0.1,0.018431372940540303,19.60229578391266,66.0,85.0,66.0,85.0,0.19215688109397897,0.19215688109397897,0.058,0.011145099103450781,12.257650672131263,67.0,90.0,67.0,90.0,0.18823531270027202,0.18823531270027202,0.049,0.00922353032231333,15.008331019803634,0.483,0.417,0.367,0.309,0.242,0.159,0.333,0.217,0.501,0.384,0.191,0.092,0.426,0.301,0.283,0.234,0.392,0.292,0.376,0.318,2
77.0,110.0,77.0,110.0,0.18431372940540303,0.18431372940540303,0.066,0.0121647061407566,35.8503835404867,79.0,72.0,79.0,72.0,0.18823531270027202,0.18823531270027202,0.083,0.015623530954122578,27.115493725912497,87.0,107.0,87.0,107.0,0.18823531270027202,0.18823531270027202,0.083,0.015623530954122578,41.100486615124154,46.0,69.0,46.0,69.0,0.176470592617989,0.176470592617989,0.133,0.02347058881819254,15.692354826475215,52.0,86.0,52.0,86.0,0.176470592617989,0.176470592617989,0.108,0.01905882400274281,4.031128874149275,85.0,148.0,85.0,148.0,0.18431372940540303,0.18431372940540303,0.091,0.016772549375891677,72.46550903705845,34.0,101.0,34.0,101.0,0.176470592617989,0.176470592617989,0.142,0.025058824151754436,27.244265451650556,98.0,92.0,98.0,92.0,0.180392161011696,0.180392161011696,0.066,0.011905882626771936,45.01388674620311,41.0,112.0,41.0,112.0,0.180392161011696,0.180392161011696,0.1,0.0180392161011696,32.23740063962974,90.0,78.0,90.0,78.0,0.18431372940540303,0.18431372940540303,0.05,0.009215686470270152,36.28015986734347,61.0,85.0,61.0,85.0,0.18823531270027202,0.18823531270027202,0.067,0.012611765950918227,7.433034373659253,0.334,0.268,0.325,0.242,0.25,0.167,0.292,0.159,0.375,0.267,0.158,0.067,0.376,0.234,0.258,0.192,0.417,0.317,0.375,0.325,2
85.0,70.0,85.0,70.0,0.18431372940540303,0.18431372940540303,0.1,0.018431372940540303,33.425289826716536,50.0,68.0,50.0,68.0,0.18823531270027202,0.18823531270027202,0.083,0.015623530954122578,15.041608956491324,89.0,107.0,89.0,107.0,0.18431372940540303,0.18431372940540303,0.1,0.018431372940540303,42.72294465506796,43.0,109.0,43.0,109.0,0.180392161011696,0.180392161011696,0.125,0.022549020126462,28.692333470807146,31.0,89.0,31.0,89.0,0.180392161011696,0.180392161011696,0.133,0.02399215741455557,23.90083680543424,71.0,138.0,71.0,138.0,0.18823531270027202,0.18823531270027202,0.108,0.02032941377162938,58.04524097632811,30.0,64.0,30.0,64.0,0.172549024224281,0.172549024224281,0.125,0.021568628028035126,30.30264014900352,94.0,103.0,94.0,103.0,0.18431372940540303,0.18431372940540303,0.066,0.0121647061407566,44.947191235938206,32.0,112.0,32.0,112.0,0.176470592617989,0.176470592617989,0.091,0.016058823928236998,36.800135869314396,57.0,87.0,57.0,87.0,0.18431372940540303,0.18431372940540303,0.058,0.010690196305513376,5.408326913195984,59.0,108.0,60.0,111.0,0.180392161011696,0.172549024224281,0.083,0.014972549363970768,29.124731758421397,0.384,0.284,0.333,0.25,0.242,0.142,0.283,0.158,0.301,0.168,0.183,0.075,0.459,0.334,0.325,0.259,0.542,0.451,0.375,0.317,2
44.0,97.0,44.0,97.0,0.172549024224281,0.172549024224281,0.109,0.01880784364044663,17.613914953808536,74.0,89.0,74.0,89.0,0.176470592617989,0.176470592617989,0.083,0.014647059187293088,21.02974084481309,69.0,108.0,69.0,108.0,0.172549024224281,0.172549024224281,0.058,0.010007843405008298,29.58462438497403,64.0,102.0,64.0,102.0,0.172549024224281,0.172549024224281,0.058,0.010007843405008298,21.914607000811127,50.0,112.0,50.0,112.0,0.172549024224281,0.172549024224281,0.075,0.012941176816821075,29.769951293208393,94.0,114.0,94.0,114.0,0.172549024224281,0.172549024224281,0.1,0.017254902422428102,50.91414341811124,46.0,96.0,46.0,96.0,0.176470592617989,0.176470592617989,0.058,0.010235294371843362,15.692354826475215,81.0,99.0,81.0,99.0,0.172549024224281,0.172549024224281,0.058,0.010007843405008298,31.64253466459348,37.0,130.0,37.0,130.0,0.172549024224281,0.172549024224281,0.05,0.008627451211214051,50.450470760935424,80.0,103.0,80.0,103.0,0.176470592617989,0.176470592617989,0.075,0.013235294446349175,33.10966626228661,91.0,89.0,91.0,89.0,0.14509804546833,0.14509804546833,0.058,0.00841568663716314,37.566607512523674,0.451,0.342,0.358,0.275,0.609,0.551,0.242,0.184,0.492,0.417,0.542,0.442,0.309,0.251,0.275,0.217,0.45,0.4,0.301,0.226,3
61.0,89.0,61.0,89.0,0.176470592617989,0.176470592617989,0.075,0.013235294446349175,9.5524865872714,60.0,84.0,60.0,84.0,0.172549024224281,0.172549024224281,0.108,0.018635294616222348,6.18465843842649,67.0,97.0,67.0,97.0,0.176470592617989,0.176470592617989,0.1,0.0176470592617989,19.474342094150447,3.0,90.0,3.0,90.0,0.176470592617989,0.176470592617989,0.091,0.016058823928236998,51.54852083231875,61.0,96.0,61.0,96.0,0.176470592617989,0.176470592617989,0.067,0.011823529705405265,15.20690632574555,67.0,97.0,67.0,97.0,0.176470592617989,0.176470592617989,0.067,0.011823529705405265,19.474342094150447,41.0,110.0,41.0,110.0,0.180392161011696,0.180392161011696,0.066,0.011905882626771936,30.41792234851026,66.0,89.0,66.0,89.0,0.180392161011696,0.180392161011696,0.058,0.010462745338678369,13.647344063956181,61.0,85.0,61.0,85.0,0.180392161011696,0.180392161011696,0.049,0.008839215889573104,7.433034373659253,77.0,84.0,77.0,84.0,0.180392161011696,0.180392161011696,0.075,0.0135294120758772,23.04886114323222,80.0,100.0,80.0,100.0,0.180392161011696,0.180392161011696,0.057,0.010282353177666672,31.34086788842964,0.334,0.259,0.367,0.259,0.576,0.476,0.408,0.317,0.634,0.567,0.501,0.434,0.417,0.351,0.384,0.326,0.467,0.418,0.326,0.251,3
62.0,121.0,62.0,121.0,0.172549024224281,0.172549024224281,0.075,0.012941176816821075,39.322385482063524,69.0,102.0,69.0,104.963500976563,0.176470592617989,0.11764706671237898,0.125,0.022058824077248625,27.011273130381078,50.0,93.0,50.0,93.0,0.176470592617989,0.176470592617989,0.1,0.0176470592617989,11.236102527122116,35.0,90.0,35.0,90.0,0.180392161011696,0.180392161011696,0.066,0.011905882626771936,20.426698215815495,52.0,113.0,52.0,113.0,0.180392161011696,0.180392161011696,0.074,0.013349019914865503,30.56550343115585,71.0,112.0,71.0,112.0,0.180392161011696,0.180392161011696,0.075,0.0135294120758772,34.04776057246644,47.0,95.0,47.0,95.0,0.180392161011696,0.180392161011696,0.066,0.011905882626771936,14.326548781894402,68.0,106.0,68.0,106.0,0.180392161011696,0.180392161011696,0.067,0.012086274787783633,27.35415873317986,71.0,136.0,71.0,136.0,0.180392161011696,0.180392161011696,0.083,0.014972549363970768,56.13599558215744,57.0,74.0,57.0,74.0,0.180392161011696,0.180392161011696,0.075,0.0135294120758772,9.013878188659973,56.0,85.0,56.0,85.0,0.18431372940540303,0.18431372940540303,0.074,0.013639215975999824,3.2015621187164243,0.384,0.309,0.35,0.225,0.601,0.501,0.267,0.201,0.525,0.451,0.535,0.46,0.392,0.326,0.326,0.259,0.55,0.467,0.359,0.284,3
62.0,103.0,62.0,103.0,0.180392161011696,0.180392161011696,0.083,0.014972549363970768,22.005681084665387,76.0,92.0,76.0,92.0,0.18431372940540303,0.18431372940540303,0.066,0.0121647061407566,23.96351393264352,53.0,127.0,53.0,127.0,0.176470592617989,0.176470592617989,0.141,0.02488235355913645,44.51123453691214,54.0,116.0,54.0,116.0,0.180392161011696,0.180392161011696,0.066,0.011905882626771936,33.5,53.0,101.0,53.0,101.0,0.180392161011696,0.180392161011696,0.075,0.0135294120758772,18.527007313648905,93.0,131.0,93.0,131.0,0.180392161011696,0.180392161011696,0.091,0.016415686652064335,62.23544006432348,77.0,91.0,77.0,91.0,0.18431372940540303,0.18431372940540303,0.067,0.012349019870162004,24.520399670478458,81.0,108.0,81.0,108.0,0.180392161011696,0.180392161011696,0.041,0.007396078601479537,37.13825520941984,64.0,130.0,64.0,130.0,0.176470592617989,0.176470592617989,0.075,0.013235294446349175,48.541219597369,89.0,80.0,89.0,80.0,0.176470592617989,0.176470592617989,0.084,0.014823529779911077,35.0891721190455,56.0,124.0,56.0,124.0,0.180392161011696,0.180392161011696,0.083,0.014972549363970768,41.548164821084455,0.342,0.259,0.3,0.234,0.634,0.493,0.216,0.15,0.526,0.451,0.617,0.526,0.334,0.267,0.367,0.326,0.467,0.392,0.326,0.242,3
64.0,88.0,64.0,88.0,0.180392161011696,0.180392161011696,0.083,0.014972549363970768,11.412712210513327,76.0,98.0,76.0,98.0,0.180392161011696,0.180392161011696,0.083,0.014972549363970768,26.911893281595777,57.0,91.0,57.0,91.0,0.176470592617989,0.176470592617989,0.083,0.014647059187293088,9.013878188659973,65.0,56.0,65.0,56.0,0.180392161011696,0.180392161011696,0.091,0.016415686652064335,28.692333470807146,52.0,90.0,52.0,90.0,0.180392161011696,0.180392161011696,0.075,0.0135294120758772,7.762087348130012,91.0,91.0,91.0,91.0,0.180392161011696,0.180392161011696,0.092,0.01659607881307603,37.963798545456434,42.0,92.0,42.0,92.0,0.18431372940540303,0.18431372940540303,0.075,0.013823529705405227,15.305227865013967,74.0,130.0,74.0,130.0,0.180392161011696,0.180392161011696,0.091,0.016415686652064335,51.53882032022076,55.0,108.0,55.0,108.0,0.180392161011696,0.180392161011696,0.075,0.0135294120758772,25.51960031034969,77.0,93.0,77.0,93.0,0.176470592617989,0.176470592617989,0.082,0.014470588594675099,25.283393759541063,64.0,86.0,64.0,86.0,0.180392161011696,0.180392161011696,0.074,0.013349019914865503,10.594810050208546,0.409,0.326,0.358,0.275,0.618,0.535,0.242,0.151,0.625,0.55,0.534,0.442,0.393,0.318,0.375,0.284,0.476,0.401,0.317,0.235,3
75.0,101.0,75.0,101.0,0.180392161011696,0.180392161011696,0.058,0.010462745338678369,27.98660393831306,56.0,79.0,56.0,79.0,0.180392161011696,0.180392161011696,0.066,0.011905882626771936,4.031128874149275,66.0,106.0,66.0,106.0,0.180392161011696,0.180392161011696,0.082,0.014792157202959073,26.386549603917523,49.0,110.0,49.0,110.0,0.180392161011696,0.180392161011696,0.108,0.019482353389263168,27.95084971874737,58.0,116.0,58.0,116.0,0.180392161011696,0.180392161011696,0.1,0.0180392161011696,33.737960815674676,93.0,135.0,93.0,135.0,0.180392161011696,0.180392161011696,0.1,0.0180392161011696,65.40068806977493,57.0,94.0,57.0,94.0,0.18431372940540303,0.18431372940540303,0.1,0.018431372940540303,11.884864324004713,84.0,98.0,84.0,98.0,0.180392161011696,0.180392161011696,0.075,0.0135294120758772,33.76758800980609,55.0,134.0,55.0,134.0,0.180392161011696,0.180392161011696,0.066,0.011905882626771936,51.509707822894896,71.0,92.0,71.0,92.0,0.180392161011696,0.180392161011696,0.066,0.011905882626771936,19.474342094150447,67.0,98.0,67.0,98.0,0.180392161011696,0.180392161011696,0.058,0.010462745338678369,20.22992832414391,0.351,0.293,0.384,0.318,0.417,0.335,0.308,0.2,0.476,0.376,0.475,0.375,0.351,0.251,0.309,0.234,0.509,0.443,0.341,0.275,3
77.0,117.0,77.0,117.0,0.180392161011696,0.180392161011696,0.075,0.0135294120758772,41.46383966783588,61.0,84.0,61.0,84.0,0.18431372940540303,0.18431372940540303,0.058,0.010690196305513376,7.158910531638177,63.0,116.0,63.0,116.0,0.180392161011696,0.180392161011696,0.091,0.016415686652064335,34.6878941419049,65.0,78.0,65.0,78.0,0.180392161011696,0.180392161011696,0.074,0.013349019914865503,11.884864324004713,65.0,109.0,65.0,109.0,0.176470592617989,0.176470592617989,0.075,0.013235294446349175,28.692333470807146,86.0,95.0,86.0,95.0,0.180392161011696,0.180392161011696,0.067,0.012086274787783633,34.35476677260377,17.0,93.0,17.0,93.0,0.180392161011696,0.180392161011696,0.075,0.0135294120758772,38.46101922726437,75.0,77.0,75.0,77.0,0.180392161011696,0.180392161011696,0.066,0.011905882626771936,21.70829334609241,61.0,129.0,61.0,129.0,0.180392161011696,0.180392161011696,0.058,0.010462745338678369,47.02393007820593,73.0,70.0,73.0,70.0,0.180392161011696,0.180392161011696,0.075,0.0135294120758772,22.74313083108832,51.0,89.0,51.0,89.0,0.180392161011696,0.180392161011696,0.058,0.010462745338678369,7.158910531638177,0.401,0.326,0.317,0.259,0.484,0.393,0.241,0.167,0.559,0.484,0.409,0.342,0.376,0.301,0.35,0.284,0.634,0.576,0.292,0.217,3
82.0,115.0,82.0,115.0,0.180392161011696,0.180392161011696,0.058,0.010462745338678369,42.8981351576033,32.0,67.0,32.0,67.0,0.180392161011696,0.180392161011696,0.066,0.011905882626771936,26.911893281595777,57.0,112.0,57.0,112.0,0.176470592617989,0.176470592617989,0.066,0.011647059112787276,29.652150006365474,22.0,64.0,22.0,64.0,0.180392161011696,0.180392161011696,0.058,0.010462745338678369,36.96281915655244,47.0,103.0,47.0,103.0,0.180392161011696,0.180392161011696,0.049,0.008839215889573104,21.66217902243447,85.0,110.0,85.0,110.0,0.180392161011696,0.180392161011696,0.083,0.014972549363970768,41.43971524998694,40.0,106.0,40.0,106.0,0.176470592617989,0.176470592617989,0.091,0.016058823928236998,27.35415873317986,63.0,108.0,63.0,108.0,0.180392161011696,0.180392161011696,0.074,0.013349019914865503,27.04163456597992,81.0,132.0,81.0,132.0,0.180392161011696,0.180392161011696,0.075,0.0135294120758772,56.38483838763751,70.0,114.0,70.0,114.0,0.180392161011696,0.180392161011696,0.074,0.013349019914865503,35.33058165385903,67.0,116.0,67.0,116.0,0.180392161011696,0.180392161011696,0.066,0.011905882626771936,35.9339672176619,0.425,0.367,0.409,0.343,0.692,0.626,0.318,0.26,0.433,0.384,0.484,0.401,0.384,0.293,0.333,0.259,0.468,0.393,0.325,0.251,3
69.0,99.0,69.0,99.0,0.180392161011696,0.180392161011696,0.074,0.013349019914865503,22.299103120977758,72.0,103.0,72.0,103.0,0.180392161011696,0.180392161011696,0.066,0.011905882626771936,27.28094573140748,66.0,91.0,66.0,91.0,0.180392161011696,0.180392161011696,0.091,0.016415686652064335,14.705441169852742,61.0,131.0,61.0,131.0,0.18431372940540303,0.18431372940540303,0.092,0.01695686310529708,49.002550954006466,43.0,121.0,43.0,121.0,0.180392161011696,0.180392161011696,0.082,0.014792157202959073,40.04060439104285,104.0,95.0,104.0,95.0,0.176470592617989,0.176470592617989,0.099,0.01747058866918091,51.53882032022076,40.0,114.0,40.0,114.0,0.172549024224281,0.172549024224281,0.125,0.021568628028035126,34.471002306286366,60.0,110.0,60.0,110.0,0.180392161011696,0.180392161011696,0.099,0.017858823940157906,28.146935890075138,64.0,125.0,64.0,125.0,0.176470592617989,0.176470592617989,0.1,0.0176470592617989,43.660622991432454,101.0,107.0,101.0,107.0,0.176470592617989,0.176470592617989,0.108,0.01905882400274281,53.002358438092166,81.0,93.0,81.0,93.0,0.180392161011696,0.180392161011696,0.074,0.013349019914865503,28.96981187374195,0.392,0.318,0.317,0.251,0.45,0.359,0.285,0.193,0.475,0.393,0.5,0.401,0.393,0.268,0.316,0.217,0.434,0.334,0.326,0.218,3
