xCoordPress0,yCoordPress0,xCoordRelease0,yCoordRelease0,pressPressure0,releasePressure0,holdTime0,HPP0,offSet0,xCoordPress1,yCoordPress1,xCoordRelease1,yCoordRelease1,pressPressure1,releasePressure1,holdTime1,HPP1,offSet1,xCoordPress2,yCoordPress2,xCoordRelease2,yCoordRelease2,pressPressure2,releasePressure2,holdTime2,HPP2,offSet2,xCoordPress3,yCoordPress3,xCoordRelease3,yCoordRelease3,pressPressure3,releasePressure3,holdTime3,HPP3,offSet3,xCoordPress4,yCoordPress4,xCoordRelease4,yCoordRelease4,pressPressure4,releasePressure4,holdTime4,HPP4,offSet4,xCoordPress5,yCoordPress5,xCoordRelease5,yCoordRelease5,pressPressure5,releasePressure5,holdTime5,HPP5,offSet5,xCoordPress6,yCoordPress6,xCoordRelease6,yCoordRelease6,pressPressure6,releasePressure6,holdTime6,HPP6,offSet6,xCoordPress7,yCoordPress7,xCoordRelease7,yCoordRelease7,pressPressure7,releasePressure7,holdTime7,HPP7,offSet7,xCoordPress8,yCoordPress8,xCoordRelease8,yCoordRelease8,pressPressure8,releasePressure8,holdTime8,HPP8,offSet8,xCoordPress9,yCoordPress9,xCoordRelease9,yCoordRelease9,pressPressure9,releasePressure9,holdTime9,HPP9,offSet9,xCoordPress10,yCoordPress10,xCoordRelease10,yCoordRelease10,pressPressure10,releasePressure10,holdTime10,HPP10,offSet10,xCoordPress11,yCoordPress11,xCoordRelease11,yCoordRelease11,pressPressure11,releasePressure11,holdTime11,HPP11,offSet11,xCoordPress12,yCoordPress12,xCoordRelease12,yCoordRelease12,pressPressure12,releasePressure12,holdTime12,HPP12,offSet12,PPTime0,UDTime0,PPTime1,UDTime1,PPTime2,UDTime2,PPTime3,UDTime3,PPTime4,UDTime4,PPTime5,UDTime5,PPTime6,UDTime6,PPTime7,UDTime7,PPTime8,UDTime8,PPTime9,UDTime9,PPTime10,UDTime10,PPTime11,UDTime11
68.0,75.0,68.0,75.0,0.168627455830574,0.168627455830574,0.1,0.016862745583057403,15.88238017426859,58.0,78.0,58.0,78.0,0.180392161011696,0.180392161011696,0.1,0.0180392161011696,6.020797289396148,97.0,84.0,97.0,84.0,0.172549024224281,0.172549024224281,0.091,0.01570196120440957,43.02615483633182,62.0,79.0,62.0,79.0,0.18431372940540303,0.18431372940540303,0.083,0.015298039540648452,8.73212459828649,47.0,87.0,47.0,87.0,0.180392161011696,0.180392161011696,0.091,0.016415686652064335,8.32165848854662,62.0,66.0,62.0,66.0,0.18431372940540303,0.18431372940540303,0.108,0.019905882775783527,18.33712082089225,40.0,56.0,40.0,56.0,0.180392161011696,0.180392161011696,0.117,0.021105882838368433,29.970819141291418,49.0,45.0,49.0,45.0,0.176470592617989,0.176470592617989,0.058,0.010235294371843362,37.83186487605389,86.0,69.0,86.0,69.0,0.172549024224281,0.172549024224281,0.083,0.014321569010615324,34.73110997362451,65.0,106.0,65.0,106.0,0.180392161011696,0.180392161011696,0.075,0.0135294120758772,25.947061490658243,38.0,89.0,38.0,89.0,0.176470592617989,0.176470592617989,0.125,0.022058824077248625,17.269916039170543,44.0,86.0,44.0,86.0,0.176470592617989,0.176470592617989,0.092,0.01623529452085499,10.594810050208546,67.0,66.0,67.0,66.0,0.172549024224281,0.172549024224281,0.075,0.012941176816821075,21.005951537600005,0.283,0.183,0.301,0.201,0.284,0.193,0.217,0.134,0.359,0.268,0.217,0.109,0.25,0.133,0.125,0.067,0.234,0.151,0.242,0.167,0.275,0.15,0.234,0.142
73.0,84.0,73.0,84.0,0.176470592617989,0.176470592617989,0.083,0.014647059187293088,19.059118552545918,71.0,92.0,71.0,92.0,0.180392161011696,0.180392161011696,0.083,0.014972549363970768,19.474342094150447,85.0,87.0,85.0,87.0,0.172549024224281,0.172549024224281,0.084,0.014494118034839605,31.32491021535417,63.0,58.0,63.0,58.0,0.180392161011696,0.180392161011696,0.075,0.0135294120758772,26.100766272276374,47.0,79.0,47.0,79.0,0.180392161011696,0.180392161011696,0.067,0.012086274787783633,7.826237921249264,73.0,71.0,73.0,71.0,0.18431372940540303,0.18431372940540303,0.091,0.016772549375891677,22.20923231451281,36.0,76.0,36.0,76.0,0.180392161011696,0.180392161011696,0.092,0.01659607881307603,19.13765920900464,65.0,63.0,65.0,63.0,0.176470592617989,0.176470592617989,0.058,0.010235294371843362,22.38861317723811,98.0,52.0,98.0,52.0,0.172549024224281,0.172549024224281,0.075,0.012941176816821075,53.53737012592232,62.0,117.0,62.0,117.0,0.176470592617989,0.176470592617989,0.066,0.011647059112787276,35.415392133929565,32.0,92.0,32.0,92.0,0.176470592617989,0.176470592617989,0.133,0.02347058881819254,23.96351393264352,55.0,72.0,55.0,72.0,0.18431372940540303,0.18431372940540303,0.099,0.0182470592111349,10.547511554864494,67.0,53.0,67.0,53.0,0.172549024224281,0.172549024224281,0.067,0.011560784623026827,32.23740063962974,0.268,0.185,0.267,0.184,0.268,0.184,0.2,0.125,0.234,0.167,0.175,0.084,0.217,0.125,0.125,0.067,0.234,0.159,0.217,0.151,0.251,0.118,0.258,0.159
76.0,71.0,76.0,71.0,0.176470592617989,0.176470592617989,0.091,0.016058823928236998,24.82438317461282,59.0,95.0,59.0,95.0,0.180392161011696,0.180392161011696,0.091,0.016415686652064335,13.46291201783626,82.0,61.0,82.0,61.0,0.176470592617989,0.176470592617989,0.084,0.014823529779911077,35.302266216207705,60.0,57.0,60.0,57.0,0.180392161011696,0.180392161011696,0.075,0.0135294120758772,26.196373794859472,46.0,67.0,46.0,67.0,0.176470592617989,0.176470592617989,0.074,0.013058823853731185,17.44276354251241,52.0,75.0,52.0,75.0,0.18431372940540303,0.18431372940540303,0.108,0.019905882775783527,7.762087348130012,29.0,66.0,29.0,66.0,0.180392161011696,0.180392161011696,0.1,0.0180392161011696,29.95413160150032,55.0,52.0,55.0,52.0,0.180392161011696,0.180392161011696,0.075,0.0135294120758772,30.516389039334257,87.0,72.0,87.0,72.0,0.172549024224281,0.172549024224281,0.083,0.014321569010615324,34.630189141845584,43.0,104.0,43.0,104.0,0.180392161011696,0.180392161011696,0.075,0.0135294120758772,24.150569351466643,45.0,96.0,45.0,96.0,0.180392161011696,0.180392161011696,0.125,0.022549020126462,16.224980739587952,69.0,85.0,69.0,85.0,0.18431372940540303,0.18431372940540303,0.1,0.018431372940540303,15.20690632574555,85.0,65.0,85.0,65.0,0.180392161011696,0.180392161011696,0.108,0.019482353389263168,35.59845502265512,0.309,0.218,0.266,0.175,0.259,0.175,0.201,0.126,0.225,0.151,0.167,0.059,0.225,0.125,0.125,0.05,0.234,0.151,0.217,0.142,0.242,0.117,0.2,0.1
60.0,64.0,60.0,64.0,0.176470592617989,0.176470592617989,0.075,0.013235294446349175,19.448650338776723,53.0,82.0,53.0,82.0,0.18431372940540303,0.18431372940540303,0.091,0.016772549375891677,1.118033988749895,89.0,68.0,89.0,68.0,0.172549024224281,0.172549024224281,0.058,0.010007843405008298,37.88469347902923,73.0,66.0,73.0,66.0,0.180392161011696,0.180392161011696,0.075,0.0135294120758772,25.16445906432324,60.0,74.0,60.0,74.0,0.180392161011696,0.180392161011696,0.074,0.013349019914865503,10.404326023342406,52.0,82.0,52.0,82.0,0.18431372940540303,0.18431372940540303,0.091,0.016772549375891677,2.0615528128088303,53.0,69.0,53.0,69.0,0.18431372940540303,0.18431372940540303,0.083,0.015298039540648452,13.536986370680884,89.0,18.0,89.0,18.0,0.176470592617989,0.176470592617989,0.058,0.010235294371843362,73.38426261808453,96.0,71.0,96.0,71.0,0.172549024224281,0.172549024224281,0.075,0.012941176816821075,43.54595273960601,60.0,103.0,60.0,103.0,0.180392161011696,0.180392161011696,0.066,0.011905882626771936,21.360009363293827,37.0,104.0,37.0,104.0,0.176470592617989,0.176470592617989,0.117,0.020647059336304716,27.408940147331492,55.0,85.0,55.0,85.0,0.180392161011696,0.180392161011696,0.1,0.0180392161011696,2.692582403567252,98.0,60.0,98.0,60.0,0.176470592617989,0.176470592617989,0.083,0.014647059187293088,49.4191258522447,0.242,0.167,0.275,0.184,0.242,0.184,0.201,0.126,0.275,0.201,0.175,0.084,0.217,0.134,0.158,0.1,0.226,0.151,0.225,0.159,0.234,0.117,0.2,0.1
73.0,77.0,73.0,77.0,0.176470592617989,0.176470592617989,0.1,0.0176470592617989,19.78004044485248,53.0,76.0,53.0,76.0,0.18431372940540303,0.18431372940540303,0.092,0.01695686310529708,6.576473218982953,78.0,63.0,78.0,63.0,0.176470592617989,0.176470592617989,0.075,0.013235294446349175,30.923292192132454,54.0,75.0,54.0,75.0,0.18431372940540303,0.18431372940540303,0.083,0.015298039540648452,7.5,71.0,54.0,71.0,54.0,0.18431372940540303,0.18431372940540303,0.083,0.015298039540648452,33.185087012090236,54.0,76.0,54.0,76.0,0.18431372940540303,0.18431372940540303,0.092,0.01695686310529708,6.5,40.0,57.0,40.0,57.0,0.18431372940540303,0.18431372940540303,0.091,0.016772549375891677,29.090376415577712,52.0,40.0,52.0,40.0,0.176470592617989,0.176470592617989,0.067,0.011823529705405265,42.547032799009614,86.0,69.0,86.0,69.0,0.172549024224281,0.172549024224281,0.083,0.014321569010615324,34.73110997362451,60.0,104.0,60.0,104.0,0.180392161011696,0.180392161011696,0.067,0.012086274787783633,22.321514285549714,19.0,87.0,19.0,87.0,0.18431372940540303,0.18431372940540303,0.125,0.02303921617567538,35.28809997718778,48.0,80.0,48.0,80.0,0.180392161011696,0.180392161011696,0.1,0.0180392161011696,6.5,72.0,60.0,72.0,60.0,0.180392161011696,0.180392161011696,0.066,0.011905882626771936,28.81405906844782,0.325,0.225,0.251,0.159,0.25,0.175,0.2,0.117,0.259,0.176,0.159,0.067,0.233,0.142,0.167,0.1,0.242,0.159,0.251,0.184,0.225,0.1,0.234,0.134
58.0,68.0,58.0,68.0,0.176470592617989,0.176470592617989,0.091,0.016058823928236998,15.041608956491324,59.0,105.0,59.0,105.0,0.180392161011696,0.180392161011696,0.091,0.016415686652064335,23.04886114323222,78.0,61.0,78.0,61.0,0.176470592617989,0.176470592617989,0.058,0.010235294371843362,32.22188697143605,54.0,51.0,54.0,51.0,0.18431372940540303,0.18431372940540303,0.075,0.013823529705405227,31.5,58.0,52.0,58.0,52.0,0.180392161011696,0.180392161011696,0.083,0.014972549363970768,30.76117683054405,64.0,68.0,64.0,68.0,0.18431372940540303,0.18431372940540303,0.083,0.015298039540648452,17.613914953808536,41.0,54.0,41.0,54.0,0.18431372940540303,0.18431372940540303,0.083,0.015298039540648452,31.32491021535417,49.0,43.0,49.0,43.0,0.176470592617989,0.176470592617989,0.075,0.013235294446349175,39.81519810323691,76.0,38.0,76.0,38.0,0.172549024224281,0.172549024224281,0.075,0.012941176816821075,49.64121271685453,58.0,115.0,58.0,115.0,0.180392161011696,0.180392161011696,0.074,0.013349019914865503,32.745228660065884,23.0,87.0,23.0,87.0,0.180392161011696,0.180392161011696,0.108,0.019482353389263168,31.32491021535417,49.0,95.0,49.0,95.0,0.18431372940540303,0.18431372940540303,0.099,0.0182470592111349,13.46291201783626,86.0,65.0,86.0,65.0,0.180392161011696,0.180392161011696,0.075,0.0135294120758772,36.47259244967377,0.275,0.184,0.292,0.201,0.242,0.184,0.217,0.142,0.259,0.176,0.158,0.075,0.234,0.151,0.175,0.1,0.226,0.151,0.25,0.176,0.234,0.126,0.191,0.092
72.0,68.0,72.0,68.0,0.176470592617989,0.176470592617989,0.067,0.011823529705405265,23.11384866265244,51.0,88.0,51.0,88.0,0.18431372940540303,0.18431372940540303,0.092,0.01695686310529708,6.264982043070834,84.0,48.0,84.0,48.0,0.172549024224281,0.172549024224281,0.058,0.010007843405008298,45.71925196238451,65.0,34.0,65.0,34.0,0.180392161011696,0.180392161011696,0.066,0.011905882626771936,49.73178058344583,65.0,79.0,65.0,79.0,0.180392161011696,0.180392161011696,0.074,0.013349019914865503,11.543396380615196,67.0,63.0,67.0,63.0,0.180392161011696,0.180392161011696,0.091,0.016415686652064335,23.43608329051593,49.0,77.0,49.0,77.0,0.180392161011696,0.180392161011696,0.092,0.01659607881307603,7.433034373659253,43.0,46.0,43.0,46.0,0.176470592617989,0.176470592617989,0.066,0.011647059112787276,38.12151623427379,83.0,56.0,83.0,56.0,0.172549024224281,0.172549024224281,0.092,0.015874510228633853,39.284220750830734,45.0,111.0,45.0,111.0,0.180392161011696,0.180392161011696,0.074,0.013349019914865503,29.88728826775691,24.0,82.0,24.0,82.0,0.180392161011696,0.180392161011696,0.117,0.021105882838368433,30.004166377354995,66.0,92.0,66.0,92.0,0.18431372940540303,0.18431372940540303,0.1,0.018431372940540303,15.305227865013967,71.0,61.0,71.0,61.0,0.176470592617989,0.176470592617989,0.109,0.019235294595360802,27.408940147331492,0.209,0.142,0.259,0.167,0.242,0.184,0.192,0.126,0.284,0.21,0.158,0.067,0.242,0.15,0.125,0.059,0.251,0.159,0.225,0.151,0.217,0.1,0.225,0.125
67.0,57.0,67.0,57.0,0.176470592617989,0.176470592617989,0.083,0.014647059187293088,28.622543562723422,45.0,84.0,45.0,84.0,0.18431372940540303,0.18431372940540303,0.083,0.015298039540648452,9.12414379544733,66.0,61.0,66.0,61.0,0.176470592617989,0.176470592617989,0.074,0.013058823853731185,24.62214450449026,37.0,69.0,37.0,69.0,0.180392161011696,0.180392161011696,0.058,0.010462745338678369,21.70829334609241,41.0,51.0,41.0,51.0,0.180392161011696,0.180392161011696,0.083,0.014972549363970768,34.077118422777474,51.0,88.0,51.0,88.0,0.18431372940540303,0.18431372940540303,0.092,0.01695686310529708,6.264982043070834,44.0,79.0,44.0,79.0,0.180392161011696,0.180392161011696,0.083,0.014972549363970768,10.594810050208546,49.0,69.0,49.0,69.0,0.176470592617989,0.176470592617989,0.075,0.013235294446349175,14.396180048887969,74.0,62.0,74.0,62.0,0.176470592617989,0.176470592617989,0.083,0.014647059187293088,28.64000698323937,61.0,126.0,61.0,126.0,0.180392161011696,0.180392161011696,0.075,0.0135294120758772,44.05961870012041,23.0,101.0,23.0,101.0,0.176470592617989,0.176470592617989,0.1,0.0176470592617989,36.10055401236939,31.0,84.0,31.0,84.0,0.176470592617989,0.176470592617989,0.1,0.0176470592617989,23.04886114323222,92.0,61.0,92.0,61.0,0.180392161011696,0.180392161011696,0.092,0.01659607881307603,43.660622991432454,0.259,0.176,0.284,0.201,0.334,0.26,0.208,0.15,0.242,0.159,0.15,0.058,0.217,0.134,0.134,0.059,0.233,0.15,0.209,0.134,0.242,0.142,0.2,0.1
74.0,89.0,74.0,89.0,0.164705887436867,0.164705887436867,0.108,0.01778823584318164,21.02974084481309,49.0,97.0,49.0,97.0,0.18431372940540303,0.18431372940540303,0.091,0.016772549375891677,15.337861650177967,74.0,33.0,74.0,33.0,0.172549024224281,0.172549024224281,0.067,0.011560784623026827,53.387732673339855,58.0,54.0,58.0,54.0,0.180392161011696,0.180392161011696,0.074,0.013349019914865503,28.77933286231632,43.0,76.0,43.0,76.0,0.176470592617989,0.176470592617989,0.091,0.016058823928236998,12.776932339180638,53.0,68.0,53.0,68.0,0.18431372940540303,0.18431372940540303,0.075,0.013823529705405227,14.534441853748634,20.0,65.0,20.0,65.0,0.180392161011696,0.180392161011696,0.083,0.014972549363970768,38.23937760999779,46.0,66.0,46.0,66.0,0.176470592617989,0.176470592617989,0.075,0.013235294446349175,18.33712082089225,83.0,45.0,83.0,45.0,0.172549024224281,0.172549024224281,0.075,0.012941176816821075,47.40516849458506,60.0,118.0,60.0,118.0,0.180392161011696,0.180392161011696,0.075,0.0135294120758772,36.003472054789384,30.0,86.0,30.0,86.0,0.180392161011696,0.180392161011696,0.108,0.019482353389263168,24.253865671269807,46.0,85.0,46.0,85.0,0.180392161011696,0.180392161011696,0.1,0.0180392161011696,8.381527307120106,72.0,56.0,72.0,56.0,0.180392161011696,0.180392161011696,0.1,0.0180392161011696,32.035136959282696,0.568,0.46,0.258,0.167,0.268,0.201,0.217,0.143,0.308,0.217,0.142,0.067,0.225,0.142,0.134,0.059,0.225,0.15,0.226,0.151,0.225,0.117,0.217,0.117
45.0,69.0,45.0,69.0,0.172549024224281,0.172549024224281,0.067,0.011560784623026827,16.224980739587952,76.0,97.0,76.0,97.0,0.180392161011696,0.180392161011696,0.1,0.0180392161011696,26.348624252510795,49.0,49.0,49.0,49.0,0.176470592617989,0.176470592617989,0.067,0.011823529705405265,33.8710791088799,63.0,60.0,63.0,60.0,0.180392161011696,0.180392161011696,0.083,0.014972549363970768,24.23324163210527,62.0,76.0,62.0,76.0,0.180392161011696,0.180392161011696,0.083,0.014972549363970768,10.307764064044152,45.0,67.0,45.0,67.0,0.18431372940540303,0.18431372940540303,0.092,0.01695686310529708,17.92344832893492,44.0,75.0,44.0,75.0,0.180392161011696,0.180392161011696,0.092,0.01659607881307603,12.5,64.0,42.0,64.0,42.0,0.176470592617989,0.176470592617989,0.075,0.013235294446349175,41.716303767232304,69.0,71.0,69.0,71.0,0.176470592617989,0.176470592617989,0.092,0.01623529452085499,18.9010581714358,60.0,119.0,60.0,119.0,0.180392161011696,0.180392161011696,0.074,0.013349019914865503,36.98986347636336,38.0,96.0,38.0,96.0,0.180392161011696,0.180392161011696,0.117,0.021105882838368433,20.93442141545832,40.0,70.0,40.0,70.0,0.180392161011696,0.180392161011696,0.083,0.014972549363970768,18.76832437912346,80.0,68.0,80.0,68.0,0.176470592617989,0.176470592617989,0.092,0.01623529452085499,29.769951293208393,0.292,0.225,0.267,0.167,0.242,0.175,0.209,0.126,0.225,0.142,0.125,0.033,0.217,0.125,0.142,0.067,0.243,0.151,0.183,0.109,0.234,0.117,0.208,0.125
