xCoordPress0,yCoordPress0,xCoordRelease0,yCoordRelease0,pressPressure0,releasePressure0,holdTime0,HPP0,offSet0,xCoordPress1,yCoordPress1,xCoordRelease1,yCoordRelease1,pressPressure1,releasePressure1,holdTime1,HPP1,offSet1,xCoordPress2,yCoordPress2,xCoordRelease2,yCoordRelease2,pressPressure2,releasePressure2,holdTime2,HPP2,offSet2,xCoordPress3,yCoordPress3,xCoordRelease3,yCoordRelease3,pressPressure3,releasePressure3,holdTime3,HPP3,offSet3,xCoordPress4,yCoordPress4,xCoordRelease4,yCoordRelease4,pressPressure4,releasePressure4,holdTime4,HPP4,offSet4,xCoordPress5,yCoordPress5,xCoordRelease5,yCoordRelease5,pressPressure5,releasePressure5,holdTime5,HPP5,offSet5,xCoordPress6,yCoordPress6,xCoordRelease6,yCoordRelease6,pressPressure6,releasePressure6,holdTime6,HPP6,offSet6,xCoordPress7,yCoordPress7,xCoordRelease7,yCoordRelease7,pressPressure7,releasePressure7,holdTime7,HPP7,offSet7,PPTime0,UDTime0,PPTime1,UDTime1,PPTime2,UDTime2,PPTime3,UDTime3,PPTime4,UDTime4,PPTime5,UDTime5,PPTime6,UDTime6,state
52.0,80.0,51.0,78.0,0.18431372940540303,0.0823529437184334,0.056,0.010321568846702569,5.408326913195984,7.0,134.0,7.0,134.0,0.18823531270027202,0.18823531270027202,0.05,0.009411765635013601,69.72266489456639,20.0,113.0,20.0,113.0,0.18823531270027202,0.18823531270027202,0.058,0.010917648136615778,45.67548576643712,31.0,79.0,31.0,79.0,0.176470592617989,0.176470592617989,0.091,0.016058823928236998,23.264780248263683,60.0,109.0,62.0,107.0,0.18823531270027202,0.176470592617989,0.058,0.010917648136615778,25.773047937719745,8.0,101.0,8.0,101.0,0.180392161011696,0.180392161011696,0.041,0.007396078601479537,49.580742229216376,91.0,55.0,91.0,55.0,0.176470592617989,0.176470592617989,0.058,0.010235294371843362,46.10043383743802,49.0,75.0,49.0,75.0,0.18431372940540303,0.18431372940540303,0.067,0.012349019870162004,9.013878188659973,0.382,0.326,0.567,0.517,0.333,0.275,0.517,0.426,0.442,0.384,0.3,0.259,0.525,0.467,3
66.0,91.0,66.0,91.0,0.18431372940540303,0.18431372940540303,0.066,0.0121647061407566,14.705441169852742,48.0,119.0,48.0,119.0,0.18431372940540303,0.18431372940540303,0.075,0.013823529705405227,36.98986347636336,68.0,109.0,68.0,109.0,0.18823531270027202,0.18823531270027202,0.05,0.009411765635013601,29.970819141291418,20.0,119.0,20.0,119.0,0.180392161011696,0.180392161011696,0.082,0.014792157202959073,49.882361612096915,57.0,101.0,57.0,101.0,0.18823531270027202,0.18823531270027202,0.066,0.012423530638217955,18.741664813991314,42.0,84.0,42.0,84.0,0.180392161011696,0.180392161011696,0.067,0.012086274787783633,12.093386622447824,90.0,138.0,90.0,138.0,0.176470592617989,0.176470592617989,0.066,0.011647059112787276,66.15323121359984,54.0,99.0,54.0,99.0,0.18431372940540303,0.18431372940540303,0.066,0.0121647061407566,16.5,0.333,0.267,0.533,0.458,0.326,0.276,0.542,0.46,0.424,0.358,0.226,0.159,0.608,0.542,3
55.0,106.0,55.0,106.0,0.18431372940540303,0.18431372940540303,0.074,0.013639215975999824,23.521266972678152,18.0,62.0,18.0,62.0,0.18823531270027202,0.18823531270027202,0.058,0.010917648136615778,41.42764777295472,23.0,94.0,23.0,94.0,0.18823531270027202,0.18823531270027202,0.066,0.012423530638217955,33.06433123473088,36.0,92.0,36.0,92.0,0.180392161011696,0.180392161011696,0.083,0.014972549363970768,20.35313243704762,63.0,91.0,63.0,91.0,0.18823531270027202,0.18823531270027202,0.058,0.010917648136615778,12.379418403139947,43.0,105.0,43.0,105.0,0.180392161011696,0.180392161011696,0.082,0.014792157202959073,25.04495957273639,96.0,141.0,96.0,141.0,0.176470592617989,0.176470592617989,0.091,0.016058823928236998,72.01562330494683,18.0,93.0,18.0,93.0,0.18431372940540303,0.18431372940540303,0.057,0.010505882576107973,37.5,0.375,0.301,0.592,0.534,0.408,0.342,0.55,0.467,0.451,0.393,0.216,0.134,0.701,0.61,3
67.0,101.0,67.0,101.0,0.18431372940540303,0.18431372940540303,0.074,0.013639215975999824,22.610838109190027,39.0,112.0,39.0,112.0,0.18823531270027202,0.18823531270027202,0.066,0.012423530638217955,33.094561486745825,36.0,114.0,36.0,114.0,0.18431372940540303,0.18431372940540303,0.066,0.0121647061407566,36.28015986734347,33.0,122.0,33.0,122.0,0.172549024224281,0.172549024224281,0.091,0.01570196120440957,44.73533279187716,48.0,122.0,48.0,122.0,0.18823531270027202,0.18823531270027202,0.074,0.01392941313982013,39.953097501945955,36.0,89.0,36.0,89.0,0.180392161011696,0.180392161011696,0.083,0.014972549363970768,19.13765920900464,79.0,106.0,79.0,106.0,0.180392161011696,0.180392161011696,0.091,0.016415686652064335,34.311076928595526,35.0,115.0,35.0,115.0,0.176470592617989,0.176470592617989,0.083,0.014647059187293088,37.646380968162134,0.35,0.276,0.467,0.401,0.392,0.326,0.525,0.434,0.45,0.376,0.225,0.142,0.584,0.493,3
58.0,125.0,58.0,125.0,0.180392161011696,0.180392161011696,0.066,0.011905882626771936,42.68782027698299,54.0,84.0,54.0,84.0,0.18431372940540303,0.18431372940540303,0.083,0.015298039540648452,1.5,31.0,126.0,31.0,126.0,0.176470592617989,0.176470592617989,0.091,0.016058823928236998,49.20619879649311,26.0,119.0,26.0,119.0,0.180392161011696,0.180392161011696,0.066,0.011905882626771936,46.00271731104588,53.0,103.0,53.0,103.0,0.18823531270027202,0.18823531270027202,0.066,0.012423530638217955,20.524375751773793,71.0,53.0,68.04364013671879,54.970947265625,0.176470592617989,0.172549024224281,0.066,0.011647059112787276,30.904248457803643,68.0,147.0,68.0,147.0,0.180392161011696,0.180392161011696,0.082,0.014792157202959073,66.00189391222042,39.0,105.0,39.0,105.0,0.18431372940540303,0.18431372940540303,0.083,0.015298039540648452,27.04163456597992,0.359,0.293,0.458,0.375,0.375,0.284,0.509,0.443,0.45,0.384,0.334,0.268,0.733,0.651,3
50.0,96.0,50.0,96.0,0.180392161011696,0.180392161011696,0.083,0.014972549363970768,14.080127840328723,36.0,96.0,36.0,96.0,0.18431372940540303,0.18431372940540303,0.066,0.0121647061407566,22.5,30.0,96.0,30.0,96.0,0.18431372940540303,0.18431372940540303,0.075,0.013823529705405227,27.536339626028727,72.0,107.0,62.64892578125,108.870239257813,0.176470592617989,0.0941176563501358,0.092,0.01623529452085499,27.75235910123449,71.0,111.0,71.0,111.0,0.18823531270027202,0.18823531270027202,0.066,0.012423530638217955,33.185087012090236,41.0,122.0,44.9532470703125,122.0,0.180392161011696,0.125490203499794,0.091,0.016415686652064335,40.52275581165241,69.0,102.0,69.0,102.0,0.180392161011696,0.180392161011696,0.083,0.014972549363970768,24.60182920028509,66.0,112.0,66.0,112.0,0.18431372940540303,0.18431372940540303,0.058,0.010690196305513376,31.847291878588358,0.358,0.275,0.5,0.434,0.375,0.3,0.476,0.384,0.458,0.392,0.267,0.176,0.609,0.526,3
52.0,80.0,52.0,80.0,0.180392161011696,0.180392161011696,0.109,0.019662745550274863,3.2015621187164243,52.0,97.0,52.0,97.0,0.18431372940540303,0.18431372940540303,0.075,0.013823529705405227,14.637281168304447,20.0,95.0,23.9266052246094,95.981689453125,0.18431372940540303,0.11764706671237898,0.074,0.013639215975999824,32.95701782362889,38.0,96.0,35.0,101.0,0.180392161011696,0.0941176563501358,0.099,0.017858823940157906,26.51886121235224,44.0,115.0,44.0,115.0,0.18823531270027202,0.18823531270027202,0.075,0.014117648452520401,34.00367627183861,29.0,103.0,29.0,103.0,0.180392161011696,0.180392161011696,0.083,0.014972549363970768,32.33032632065442,44.0,115.0,44.0,115.0,0.180392161011696,0.180392161011696,0.075,0.0135294120758772,34.00367627183861,49.0,108.0,49.0,108.0,0.18431372940540303,0.18431372940540303,0.067,0.012349019870162004,25.985572920372565,0.384,0.275,0.534,0.459,0.35,0.276,0.483,0.384,0.459,0.384,0.225,0.142,0.65,0.575,3
46.0,73.0,46.0,73.0,0.180392161011696,0.180392161011696,0.083,0.014972549363970768,12.419742348374221,35.0,82.0,35.0,82.0,0.18431372940540303,0.18431372940540303,0.083,0.015298039540648452,19.00657780874821,48.0,124.0,48.0,124.0,0.18431372940540303,0.18431372940540303,0.075,0.013823529705405227,41.93149174546501,38.0,142.0,38.0,142.0,0.180392161011696,0.180392161011696,0.091,0.016415686652064335,61.613716005448005,34.0,119.0,41.0,118.0,0.18823531270027202,0.176470592617989,0.074,0.01392941313982013,37.80542289143186,18.0,125.0,18.0,125.0,0.180392161011696,0.180392161011696,0.083,0.014972549363970768,55.69784555977008,72.0,107.0,72.0,107.0,0.176470592617989,0.176470592617989,0.083,0.014647059187293088,30.401480227120523,47.0,106.0,47.0,106.0,0.180392161011696,0.180392161011696,0.074,0.013349019914865503,24.520399670478458,0.333,0.25,0.442,0.359,0.334,0.259,0.467,0.376,0.4,0.326,0.283,0.2,0.526,0.443,3
51.0,109.0,51.0,109.0,0.180392161011696,0.180392161011696,0.075,0.0135294120758772,26.669270706189174,41.0,60.0,40.0186157226562,64.9068603515625,0.18823531270027202,0.11764706671237898,0.083,0.015623530954122578,22.472153190119098,56.0,108.0,56.0,108.0,0.18431372940540303,0.18431372940540303,0.075,0.013823529705405227,25.578311124857326,11.0,118.0,11.0,118.0,0.180392161011696,0.180392161011696,0.091,0.016415686652064335,55.76064920712455,41.0,125.0,49.0,124.0,0.18823531270027202,0.15686275064945202,0.074,0.01392941313982013,41.80011961705373,71.0,96.0,71.0,96.0,0.180392161011696,0.180392161011696,0.075,0.0135294120758772,21.70829334609241,55.0,139.0,55.0,139.0,0.180392161011696,0.180392161011696,0.083,0.014972549363970768,56.50884886458049,52.0,99.0,52.0,99.0,0.18431372940540303,0.18431372940540303,0.083,0.015298039540648452,16.62077013859466,0.317,0.242,0.475,0.392,0.317,0.242,0.592,0.501,0.475,0.401,0.242,0.167,0.634,0.551,3
45.0,123.0,45.0,123.0,0.180392161011696,0.180392161011696,0.083,0.014972549363970768,41.48795005781799,39.0,103.0,39.0,103.0,0.180392161011696,0.180392161011696,0.083,0.014972549363970768,25.401771591761076,53.0,109.0,53.0,109.0,0.180392161011696,0.180392161011696,0.066,0.011905882626771936,26.51886121235224,49.0,126.0,49.0,126.0,0.180392161011696,0.180392161011696,0.083,0.014972549363970768,43.78641341786285,71.0,104.0,71.0,104.0,0.176470592617989,0.176470592617989,0.083,0.014647059187293088,27.408940147331492,36.0,114.0,36.0,114.0,0.180392161011696,0.180392161011696,0.083,0.014972549363970768,36.28015986734347,37.0,52.0,37.0,52.0,0.180392161011696,0.180392161011696,0.057,0.010282353177666672,34.91776052383658,21.0,89.0,21.0,89.0,0.18823531270027202,0.18823531270027202,0.058,0.010917648136615778,33.63406011768428,0.384,0.301,0.542,0.459,0.383,0.317,0.834,0.751,0.45,0.367,0.284,0.201,0.675,0.618,3
